id,name,category,region,description,description_es,address,city,phone,email,website,notes,notes_es
520,Owensboro Community & Technical College — Adult Education,Education,Owensboro / Daviess County,Free GED preparation and adult literacy programs for Daviess County and surrounding Green River counties. Part of the KCTCS statewide adult education network. Classes available in community locations and at the Daviess County Detention Center. First-time GED test fees waived.,Programas gratuitos de preparación para el GED y alfabetización adulta para el Condado de Daviess y los condados circundantes del Río Verde. Parte de la red estatal de educación para adultos de KCTCS. Clases disponibles en ubicaciones comunitarias y en la cárcel del Condado de Daviess.,,Owensboro,(270) 686-4400,,https://owensboro.kctcs.edu,,
521,Madisonville Community College — Adult Education,Education,Paducah / Western Kentucky,Free GED preparation and adult literacy classes for Hopkins County and surrounding western Kentucky counties. Part of the KCTCS statewide adult education network. Serves adults in community settings and those recently released from the Hopkins County Detention Center and Muhlenberg County Detention Center.,Clases gratuitas de preparación para el GED y alfabetización adulta para el Condado de Hopkins y los condados circundantes del oeste de Kentucky. Parte de la red estatal de educación para adultos de KCTCS.,,Madisonville,(270) 821-2250,,https://madisonville.kctcs.edu,,
522,Hazard Community & Technical College — Adult Education,Education,Eastern Kentucky,"Free GED preparation and adult education for Perry County and the surrounding coalfields region of deep eastern Kentucky. Part of the KCTCS network. Offers GED instruction inside Perry County Detention Center and surrounding county jails. Covers Perry, Breathitt, Knott, Leslie, Letcher, Lee, Owsley, and Harlan counties. First-time GED test fees waived.",Preparación gratuita para el GED y educación para adultos para el Condado de Perry y la región de los yacimientos de carbón del este profundo de Kentucky. Parte de la red KCTCS. Ofrece instrucción para el GED dentro del Centro de Detención del Condado de Perry y las cárceles circundantes.,,Hazard,(606) 436-5721,,https://hazard.kctcs.edu,,
523,Elizabethtown Community & Technical College — Adult Education,Education,Elizabethtown / Hardin County,Free GED preparation and adult literacy programs for Hardin County and surrounding Lincoln Trail counties. Part of the KCTCS statewide adult education network. Classes available in community and correctional settings in the Elizabethtown area. First-time GED test fees waived.,Programas gratuitos de preparación para el GED y alfabetización adulta para el Condado de Hardin y los condados circundantes de Lincoln Trail. Parte de la red estatal de educación para adultos de KCTCS.,,Elizabethtown,(270) 769-2371,,https://elizabethtown.kctcs.edu,,
524,Maysville Community & Technical College — Adult Education,Education,Ashland / Boyd County,"Free GED preparation and adult literacy classes for Mason County and surrounding northeastern Kentucky counties including Bath, Bracken, Fleming, Nicholas, and Robertson. Part of the KCTCS network. Serves adults in community and county jail settings in the Maysville area. First-time GED test fees waived.",Clases gratuitas de preparación para el GED y alfabetización adulta para el Condado de Mason y los condados circundantes del noreste de Kentucky. Parte de la red KCTCS. Atiende a adultos en entornos comunitarios y cárceles del condado en el área de Maysville.,,Maysville,(606) 759-7141,,https://maysville.kctcs.edu,,
525,Hopkinsville Community College — Adult Education,Education,Paducah / Western Kentucky,Free GED preparation and adult literacy classes for Christian County and surrounding Pennyrile counties. Part of the KCTCS statewide adult education network. Offers adult education inside the Christian County Detention Center. First-time GED test fees waived.,Clases gratuitas de preparación para el GED y alfabetización adulta para el Condado de Christian y los condados circundantes de Pennyrile. Parte de la red estatal de educación para adultos de KCTCS. Ofrece educación para adultos dentro del Centro de Detención del Condado de Christian.,,Hopkinsville,(270) 707-3700,,https://hopkinsville.kctcs.edu,,
526,Prodigal Ministries — Buckner,Housing,Louisville / Jefferson County,"Faith-based transitional housing and reentry support for men leaving incarceration. Located in Buckner in Oldham County, the program provides structured sober living, case management, job-readiness coaching, and spiritual mentorship. Accepts residents with felony records.","Vivienda transitoria de base religiosa y apoyo de reintegración para hombres que salen de la cárcel. Ubicado en Buckner, el programa ofrece vivienda sobria estructurada, gestión de casos, preparación laboral y mentoría espiritual. Acepta residentes con antecedentes penales.",5808 KY-146,Buckner,(502) 222-7729,,https://prodigalky.org,,
527,Seven Counties Services — Bullitt County,Healthcare,Louisville / Jefferson County,"Community mental health and substance use outpatient services for Bullitt County residents. Seven Counties Services is the CMHC for the greater Louisville region and explicitly serves justice-involved individuals, including those on probation, parole, or recently released from incarceration. Offers counseling, psychiatric evaluation, and medication management.","Servicios comunitarios de salud mental y uso de sustancias para residentes del Condado de Bullitt. Seven Counties Services es el CMHC de la región de Louisville y sirve explícitamente a personas involucradas con la justicia, incluidas aquellas en libertad condicional o recientemente liberadas.",,Shepherdsville,(502) 589-4313,,https://sevencounties.org,,
528,Seven Counties Services — Henry / Oldham / Trimble Counties (La Grange),Healthcare,Louisville / Jefferson County,"Outpatient mental health and substance use services for Henry, Oldham, and Trimble County residents through Seven Counties Services' La Grange office. Serves justice-involved individuals including those on probation or parole. Offers individual therapy, group counseling, psychiatric services, and peer support.","Servicios ambulatorios de salud mental y uso de sustancias para residentes de los condados de Henry, Oldham y Trimble a través de la oficina de La Grange de Seven Counties Services. Atiende a personas involucradas con la justicia, incluidas las que están en libertad condicional.",,La Grange,(502) 589-4313,,https://sevencounties.org,,
529,Seven Counties Services — Spencer County,Healthcare,Louisville / Jefferson County,"Outpatient mental health and substance use counseling for Spencer County residents through Seven Counties Services. Serves justice-involved individuals including those reintegrating from incarceration, on probation, or on parole. Services include individual therapy, substance use counseling, psychiatric evaluation, and peer support.","Consejería ambulatoria de salud mental y uso de sustancias para residentes del Condado de Spencer a través de Seven Counties Services. Atiende a personas involucradas con la justicia, incluidas las que se están reintegrando desde la cárcel, en libertad condicional o supervisada.",,Taylorsville,(502) 589-4313,,https://sevencounties.org,,
530,NKCAC — Warsaw Office (Gallatin & Surrounding Counties),Financial Assistance,Northern Kentucky,"Northern Kentucky Community Action Commission satellite office in Warsaw serving Gallatin, Carroll, Grant, and Owen counties. Provides utility assistance (LIHEAP/WAP), emergency financial aid, food referrals, and case management. Explicitly serves individuals with criminal records; reentry clients are encouraged to contact this office for needs-based assistance.","Oficina satélite de la Comisión de Acción Comunitaria del Norte de Kentucky en Varsovia que sirve a los condados de Gallatin, Carroll, Grant y Owen. Ofrece asistencia de servicios públicos (LIHEAP/WAP), ayuda financiera de emergencia, referencias de alimentos y gestión de casos.",212 W. Pullen Ave.,Warsaw,(859) 428-3939,,https://nkcac.org,,
531,WestCare — Boyle County Detention Men's Jail Recovery Program,Substance Use Treatment,Lexington / Fayette County,"In-custody substance use treatment and recovery program for men at the Boyle County Detention Center in Danville. Operated by WestCare Kentucky. Provides intensive group counseling, relapse prevention, life skills, and discharge/reentry planning. Participants may continue outpatient services post-release through WestCare's network.","Programa de tratamiento de abuso de sustancias y recuperación en custodia para hombres en el Centro de Detención del Condado de Boyle en Danville. Operado por WestCare Kentucky. Ofrece asesoramiento grupal intensivo, prevención de recaídas, habilidades para la vida y planificación de reintegración.",,Danville,(606) 546-4052,,https://westcare.com/place/westcare-kentucky,,
532,Probation & Parole — Danville (Boyle County),Probation & Parole,Lexington / Fayette County,"Kentucky Department of Corrections Probation & Parole office serving Boyle County. Provides supervision and case management for individuals on felony probation, parole, or conditional discharge in Boyle and surrounding counties. Walk-in hours available; call to confirm reporting schedule.","Oficina de Libertad Condicional y Libertad Supervisada del Departamento de Correcciones de Kentucky que sirve al Condado de Boyle. Proporciona supervisión y gestión de casos para personas en libertad condicional, libertad supervisada o descarga condicional por delitos graves.",315 W. Broadway,Danville,(859) 239-7005,,https://corrections.ky.gov/ProbationandParole,,
533,Bluegrass Community Action Partnership — Boyle County,Financial Assistance,Lexington / Fayette County,"Community action agency serving Boyle and Garrard counties with utility assistance (LIHEAP), weatherization, emergency financial aid, food referrals, and case management. BCAP serves low-income individuals regardless of criminal history. Reentry clients are encouraged to apply for needs-based programs.","Agencia de acción comunitaria que sirve a los condados de Boyle y Garrard con asistencia de servicios públicos (LIHEAP), climatización, ayuda financiera de emergencia, referencias de alimentos y gestión de casos. Sirve a personas de bajos ingresos sin importar el historial criminal.",1151 N. Danville Bypass,Danville,(859) 236-2700,,https://bgcap.org,,
534,Bluegrass Community Action Partnership — Lincoln County,Financial Assistance,Lexington / Fayette County,"Community action services for Lincoln County including LIHEAP utility assistance, emergency financial aid, weatherization, and food referrals. BCAP serves low-income clients regardless of criminal history. Stanford office accepts walk-ins; call ahead to confirm hours and available programs.","Servicios de acción comunitaria para el Condado de Lincoln, incluida asistencia de servicios públicos LIHEAP, ayuda financiera de emergencia, climatización y referencias de alimentos. Sirve a clientes de bajos ingresos sin importar el historial criminal.",,Stanford,(606) 365-9577,,https://bgcap.org,,
535,Cliffview Recovery Center — Lancaster (Garrard County),Substance Use Treatment,Lexington / Fayette County,"Residential substance use treatment program located in Lancaster, Garrard County. Operated by Mountain Comprehensive Care Center. Provides long-term residential treatment including individual and group therapy, medication-assisted treatment, life skills, and reentry discharge planning. Accepts individuals referred from courts, jails, and community supervision.","Programa residencial de tratamiento de abuso de sustancias ubicado en Lancaster, Condado de Garrard. Operado por Mountain Comprehensive Care Center. Ofrece tratamiento residencial a largo plazo que incluye terapia individual y grupal, tratamiento asistido con medicamentos, habilidades para la vida y planificación de reintegración.",100 Recovery Ln.,Lancaster,(859) 792-2187,,https://mtcomp.org,,
536,WestCare — Estill County Community Involvement Center,Substance Use Treatment,Eastern Kentucky,"Outpatient substance use treatment and reentry support services in Irvine, Estill County. WestCare Kentucky's Community Involvement Center model provides individual and group counseling, case management, and recovery support for justice-involved individuals including those under community supervision or recently released.","Servicios ambulatorios de tratamiento de abuso de sustancias y apoyo de reintegración en Irvine, Condado de Estill. El modelo de Centro de Participación Comunitaria de WestCare Kentucky ofrece consejería individual y grupal, gestión de casos y apoyo de recuperación para personas involucradas con la justicia.",,Irvine,(606) 726-0385,,https://westcare.com/place/westcare-kentucky,,
537,New Vista — Estill County Outpatient Clinic,Healthcare,Eastern Kentucky,"Outpatient mental health and substance use counseling for Estill County residents through New Vista (formerly Comprehend), the CMHC for the Bluegrass region. Services include individual therapy, psychiatric evaluation, medication management, and substance use counseling. Serves justice-involved individuals including those on probation or parole in Estill County.","Consejería ambulatoria de salud mental y uso de sustancias para residentes del Condado de Estill a través de New Vista, el CMHC para la región de Bluegrass. Los servicios incluyen terapia individual, evaluación psiquiátrica, manejo de medicamentos y consejería sobre uso de sustancias.",,Irvine,(859) 623-5700,,https://newvistaky.org,,
538,NorthKey Community Care — Carroll County,Healthcare,Northern Kentucky,"Outpatient mental health and substance use services for Carroll County residents through NorthKey Community Care, the CMHC for northern Kentucky. NorthKey serves justice-involved individuals including those on probation or parole. Services include individual therapy, substance use counseling, psychiatric evaluation, and peer support referrals.","Servicios ambulatorios de salud mental y uso de sustancias para residentes del Condado de Carroll a través de NorthKey Community Care, el CMHC para el norte de Kentucky. NorthKey atiende a personas involucradas con la justicia, incluidas las que están en libertad condicional o supervisada.",,Carrollton,(859) 431-1653,,https://northkey.org,,
